100708	(218, 316)	3	13	1
100708	(218, 316)	3	13	4
100708	(218, 316)	3	13	4
100710	(220, 316)	2	10	2
100710	(220, 316)	2	10	1
76381	(204, 275)	6	24	16
76381	(204, 275)	6	24	16
76381	(204, 275)	6	24	7
76381	(204, 275)	6	24	9
76381	(204, 275)	6	24	1
76381	(204, 275)	6	24	8
78592	(191, 279)	5	28	1
78592	(191, 279)	5	28	3
78592	(191, 279)	5	28	2
78592	(191, 279)	5	28	10
78592	(191, 279)	5	28	14
95088	(223, 307)	5	20	1
95088	(223, 307)	5	20	8
95088	(223, 307)	5	20	3
95088	(223, 307)	5	20	3
95088	(223, 307)	5	20	7
99442	(216, 314)	4	12	1
99442	(216, 314)	4	12	6
99442	(216, 314)	4	12	3
96316	(215, 309)	2	47	2
96316	(215, 309)	2	47	14
86640	(203, 293)	6	21	2
86640	(203, 293)	6	21	1
86640	(203, 293)	6	21	3
86640	(203, 293)	6	21	7
86640	(203, 293)	6	21	11
96948	(226, 310)	2	16	3
96326	(225, 309)	1	31	2
101345	(220, 317)	1	7	1
83166	(221, 287)	2	52	4
83166	(221, 287)	2	52	23
85460	(195, 291)	1	15	1
78598	(197, 279)	5	25	6
78598	(197, 279)	5	25	8
78598	(197, 279)	5	25	10
78598	(197, 279)	5	25	3
78598	(197, 279)	5	25	10
81995	(198, 285)	4	15	6
81995	(198, 285)	4	15	9
81995	(198, 285)	4	15	4
86056	(206, 292)	1	36	7
86657	(220, 293)	3	4	2
86657	(220, 293)	3	4	1
79721	(196, 281)	15	41	1
79721	(196, 281)	15	41	14
79721	(196, 281)	15	41	12
79721	(196, 281)	15	41	12
79721	(196, 281)	15	41	10
79721	(196, 281)	15	41	3
79721	(196, 281)	15	41	1
79721	(196, 281)	15	41	23
79721	(196, 281)	15	41	7
79721	(196, 281)	15	41	27
79721	(196, 281)	15	41	24
79721	(196, 281)	15	41	4
79721	(196, 281)	15	41	6
79721	(196, 281)	15	41	20
79721	(196, 281)	15	41	5
86649	(212, 293)	3	45	2
86649	(212, 293)	3	45	1
90213	(212, 299)	7	50	14
90213	(212, 299)	7	50	13
90213	(212, 299)	7	50	11
90213	(212, 299)	7	50	19
90213	(212, 299)	7	50	21
90213	(212, 299)	7	50	1
78047	(205, 278)	3	21	1
