0;MergeLast;100.0;4;6;864.323
1;MergeLast;100.0;5;6;764.412
2;MergeLast;100.0;6;6;1459.496
3;MergeLast;100.0;7;6;997.595
4;MergeLast;100.0;8;6;1038.256
5;MergeLast;100.0;8;6;1080.591
6;MergeLast;100.0;7;6;1033.12
7;MergeLast;100.0;6;6;1523.727
8;MergeLast;100.0;5;6;782.743
9;MergeLast;100.0;4;6;884.229
10;MergeLast;100.0;4;6;862.928
11;MergeLast;100.0;5;6;734.045
12;MergeLast;100.0;6;6;1374.074
13;MergeLast;100.0;7;6;947.094
14;MergeLast;100.0;8;6;980.409
15;MergeLast;100.0;8;6;924.045
16;MergeLast;100.0;7;6;1015.161
17;MergeLast;100.0;6;6;1562.109
18;MergeLast;100.0;5;6;761.712
19;MergeLast;100.0;4;6;889.162
20;MergeLast;100.0;4;6;888.2
21;MergeLast;100.0;5;6;761.391
22;MergeLast;100.0;6;6;1351.847
23;MergeLast;100.0;7;6;955.328
24;MergeLast;100.0;8;6;935.367
