0 4670.939
2.846 4621.128
6.276 4414.804
8.904 852.502
16.906 4634.963
18.319 3667.157
23.624 4497.626
29.225 4611.754
31.956 4338.323
32.315 917.674
32.8 1696.909
32.965 3609.445
38.183 2051.629
40.252 4674.291
51.463 4693.678
51.473 638.217
60.869 926.93
61.886 3707.106
63.918 328.826
69.66 4828.188
70.303 677
76.818 829.062
81.107 591.344
84.89 1960.35
87.525 2026.011
88.955 676.294
91.202 604.966
96.222 620.595
96.765 1643.749
97.2 4971.996
101.084 1291.226
124.685 3075.707
141.346 648.118
142.706 4929.747
145.713 1090.47
164.612 344.915
165.658 1605.998
169.981 738.126
177.276 4995.783
181.256 312.157
182.069 1164.267
194.764 4843.781
194.96 1190.195
195.967 2004.369
196.7 2001.706
199.084 314.226
199.295 4632.463
204.186 367.902
206.829 1213.464
207.231 4416.146
208.725 3562.812
210.289 4680.025
218.393 3723.186
222.801 3798.493
232.417 441.383
234.249 5006.531
234.305 3437.303
240.599 1546.494
241.908 0
245.024 593.432
257.289 2053.932
269.283 3778.317
271.861 576.625
276.853 3778.411
323.222 411.351
325.627 3273.718
339.389 240.939
357.891 3294.836
370.29 224.013
377.142 3317.645
379.466 1239.717
393.86 1016.731
398.106 2364.882
411.346 1468.04
415.319 3776.564
417.61 198.178
422.306 2412.86
423.308 228.781
430.909 1462.452
436.003 249.053
439.517 3259.167
442.276 3776.95
444.683 4303.053
453.288 3528.126
457.697 3037.948
478.207 162.221
487.176 3269.937
490.274 1196.444
493.612 153.981
502.99 1446.327
506.778 3021.871
511.76 3413.863
514.278 3688.614
515.38 403.734
524.606 968.868
539.115 4303.519
548.778 4990.556
554.17 362.167
561.619 3198.456
563.643 1045.877
567.059 3458.448
575.882 1069.478
577.695 3818.704
583.225 3287.593
595.82 1110.034
596.342 3511.075
599.266 552.194
628.514 2960.829
637.687 3064.745
648.625 2337.177
648.679 3508.192
652.67 2240.555
652.743 3509.182
654.326 1488.714
655.342 2942.914
657.124 3661.248
659.885 307.149
662.316 3055.043
678.586 2932.772
686.664 2734.313
704.1 2948.691
710.096 3034.977
717.734 2979.056
721.119 2300.754
725.074 479.831
730.525 1144.915
768.92 1180.33
779.716 1531.601
786.254 1212.24
796.599 4853.38
799.57 4773.065
805.594 3719.506
809.9 3881.223
812.063 3855.928
860.807 204.681
871.904 836.255
886.223 4763.568
886.304 1056.518
889.156 293.25
890.63 1496.209
896.633 4307.542
910.787 3742.249
912.568 4916.144
914.27 1943.624
915.83 1268.764
915.877 4016.44
915.963 4861.673
919.508 814.748
922.718 4690.838
923.391 1174.575
927.225 4147.417
929.987 1730.397
937.146 2246.064
941.103 1255.401
948.845 1024.887
970.671 144.999
973.076 1804.738
976.084 4563.61
979.304 4558.501
985.685 529.317
1002.62 1758.865
1003.566 18.922
1010.116 1766.836
1011.789 155.563
1012.98 1767.829
1015.219 2767.02
1019.592 4309.729
1032.662 1640.338
1038.908 4456.218
1040.87 4332.757
1040.878 4336.639
1043.439 1402.718
1048.08 1953.997
1048.304 1478.469
1062.904 1438.728
1067.962 2644.674
1068.695 1876.308
1097.945 423.266
1105.209 1175.199
1117.52 828.872
1120.412 4500.088
1122.593 1548.531
1123.209 1669.325
1125.2 1288.078
1126.699 4504.844
1129.136 2761.684
1129.295 4690.968
1137.46 1368.029
1143.64 1364.799
1146.832 2023.898
1150.227 4364.479
1156.117 1641.971
1160.68 4329.849
1162.25 4466.171
1169.359 4692.883
1172.71 3439.446
1180.786 2193.208
1181.34 1558.838
1184.771 2064.529
1185.449 358.308
1191.851 3409.457
1208.562 2140.574
1208.687 2111.29
1213.841 650.754
1224.721 1732.344
1239.367 2351.265
1245.862 2321.636
1251.96 3187.6
1261.861 1652.404
1268.723 2258.474
1273.43 755.012
1276.502 1769.176
1290.921 682.766
1294.287 1706.025
1301.075 2185.31
1316.204 1631.44
1317.922 1750.457
1317.941 1486.128
1329.112 1393.817
1341.532 1416.864
1350.85 3560.988
1366.893 4694.478
1373.442 3548.298
1379.523 4640.877
1392.709 1382.152
1408.933 4073.336
1423.789 4712.444
1423.982 541.292
1444.08 1994.899
1450.472 3383.976
1454.563 2020.058
1456.122 1416.966
1457.433 3172.654
1470.552 969.584
1483.228 2777.605
1483.888 1955.664
1487.306 2785.251
1487.33 4086.156
1491.43 1158.333
1494.578 241.103
1508.991 2825.916
1522.133 2150.035
1532.147 2125.057
1543.588 1151.129
1543.971 4713.534
1568.179 1581.795
1577.918 4703.04
1590.427 421.938
1591.419 687.708
1610.832 2.386
1611.847 2227.613
1616.314 436.861
1648.645 2439.07
1661.371 665.051
1666.969 1484.651
1669.889 4814.334
1728.413 1271.446
1732.368 4715.711
1746.943 1349.721
1748.454 3048.173
1761.001 4631.907
1764.366 914.757
1773.943 2023.748
1780.47 4581.177
1781.464 266.932
1781.715 2873.625
1783.46 342.578
1783.717 800.468
1788.415 373.072
1791.444 2891.465
1798.321 4552.745
1806.328 2761.212
1822.151 3435.593
1826.606 352.476
1851.706 2973.318
1852.284 3407.692
1860.539 1454.653
1866.493 2840.292
1867.055 2092.115
1881.944 2762.616
1884.269 2959.611
1887.342 2784.679
1892.271 2850.447
1892.92 2851.665
1893.024 2951.94
1893.118 316.739
1893.733 630.317
1895.322 2805.628
1896.585 2790.54
1897.516 2794.198
1897.866 524.489
1900.13 2762.136
1900.381 2842.777
1901.361 2824.916
1901.94 2837.339
1902.379 2826.024
1902.462 2821.365
1904.7 2879.928
1904.768 2773.22
1905.987 2876.708
1906.423 2816.587
1907.118 2888.797
1907.562 2879.589
1908.631 2765.891
1908.986 2805.268
1909.41 2880.695
1909.738 2812.255
1910.389 2767.773
1910.756 2766.442
1910.757 2767.107
