0,4,11578 11774 12063 12271 14290 17465 17693 17731,25493.78876739081,21575.90619605233
0,4,1765 10697 11451 14865 14966 16000,23916.85634940904,21446.96592952419
0,4,2003 3020 3078 5733 13044 16325 16790,22646.576985045154,22103.866646567876
0,4,2003 3078 5733 13044 14264 16325 16790,22662.89580584557,22096.383441886544
0,4,2127 3158 4574 5032 6691 7530 12197,22644.427851075056,21958.86920071966
0,4,2537 8997 12483 15880 18732 18898,25843.081859611924,19185.83563277728
0,4,2783 8741 9805 15033 16641 19387,22620.73789859072,22045.401114404023
0,4,2783 8741 9805 16240 16641 19387,22619.27912702697,22049.14476183921
0,4,2783 9081 9805 14650 15033 19387,22609.81714681578,22051.791625403228
0,4,2783 9805 15033 16641 16849 19387,22617.792159811954,22053.751047729405
0,4,329 3640 4202 11838 14168 17544,23129.095191362674,20302.050132195574
0,4,3512 6337 12427 13537 14404 16044,22644.384244303736,22009.749404769813
0,4,3512 6337 7783 12427 14404 16044 16714,22636.813470708235,22022.22779847605
0,4,3512 6337 7783 12427 16044 16240 16714,22644.917979255988,22034.895093041407
0,4,3620 5750 8134 8609 18063 18265,18455.1700115093,27856.43051568953
0,4,3620 5750 8219 8609 18063 18265,18450.34648269533,27862.66994332447
0,4,387 2783 9805 15033 16849 19387,22623.968132494458,22064.524872314138
0,4,4202 7338 7355 8105 11838 14168,23124.00900036289,20325.95939968675
0,4,4202 7338 8105 11838 14168 17544,23128.04329226283,20318.061450874087
0,4,4268 4563 9897 11112 13891 19309,20296.16542497107,27317.50388533066
0,4,621 4441 6904 7009 9873 13814 18496,22587.55884183314,22135.681571699275
0,4,621 6766 7929 13814 16340 18496,22593.56982065825,22157.514158403606
0,4,621 6904 7929 9873 13814 16340 18496,22592.93926739684,22151.714518289416
0,4,651 2134 7716 8946 12641 15834,23207.90692797884,22477.57838086571
0,4,651 2134 7716 8946 15504 15834,23208.231889055045,22474.446080017184
0,4,651 7716 8946 12641 15504 15834,23209.294748441676,22473.59824325322
0,4,7783 8741 9805 16240 16641 16714,22635.09324506781,22049.840968089047
0,4,825 11800 14772 16791 17129 17726,23062.43769102141,20317.032586192723
0,4,8941 10130 14255 14286 16367 17537 18602,23790.357338218117,21506.73850343321
0,4,8941 10130 14286 16367 17537 17607 18602,23792.86069218285,21512.071318193313
0,4,8941 9191 9390 10130 12759 14255 14286,23805.534413003308,21493.44049429326
0,4,8941 9390 10130 12759 14286 17607,23798.830995653832,21506.976150239323
0,4,8941 9390 10130 14255 14286 17537,23796.386577491827,21505.592834814768
0,4,8941 9390 10130 14286 17537 17607,23799.854669792458,21512.119680817937
0,4,9191 9390 10130 12759 14286 17607,23810.038667831748,21507.904412231434
