6573753	1982013.278	561999.675	320	1	35
5322099	1982015.219	562000.67	320	1	35
3676976	1982013.834	562000.783	320	1	35
2633554	1982015.016	561991.242	320	1	45
4053623	1982014.943	562001.558	320	1	35
6209288	1982014.094	561992.02	320	1	45
2382646	1982015.199	561990.687	320	1	45
5643042	1982015.562	561987.247	320	1	49
2722990	1982018.961	561978.811	320	1	51
9841700	1981975.408	562037.795	320	1	1
3079989	1982012.63	561998.789	320	1	36
470433	1982020.429	561974.038	320	1	56
8145858	1982020.125	561959.952	320	1	47
1418848	1982015.216	561999.339	320	1	36
5841111	1982016.392	561986.802	320	1	49
2238430	1982006.468	562010.781	320	1	19
1786813	1982020.677	561958.952	320	1	47
6945377	1982016.884	561954.744	320	1	33
1303935	1982015.933	561988.134	320	1	47
2098855	1982014.938	561998.674	320	1	36
8750483	1982019.386	561959.731	320	1	47
10169705	1982014.724	561983.589	320	1	48
9058458	1981954.475	562049.816	320	1	1
3524674	1982016.212	561989.465	320	1	45
7518956	1982020.883	561969.933	320	1	53
4633581	1982020.25	561976.923	320	1	50
4779051	1982026.132	561963.268	320	1	57
5210857	1982016.121	561990.019	320	1	45
9334570	1982017.816	562007.209	320	1	35
5937848	1982019.385	561958.955	320	1	47
8912993	1982019.016	561959.177	320	1	47
596559	1982019.385	561959.398	320	1	47
8622242	1982019.149	561980.141	320	1	48
11458456	1982015.0	561983.033	320	1	48
2704296	1982020.892	561974.814	320	1	51
3682406	1982020.127	561960.728	320	1	48
6913730	1982025.494	561967.151	320	1	53
789084	1982020.158	561977.034	320	1	50
5027416	1982019.971	561975.703	320	1	49
5326588	1982010.231	561951.652	320	1	18
3199532	1982014.019	562001.116	320	1	35
5612230	1982018.957	561976.481	320	1	49
2565954	1982015.195	561988.468	320	1	47
5042284	1982018.083	561954.188	320	1	33
12866437	1982017.44	562003.55	320	1	33
7839387	1982020.974	561969.378	320	1	52
4941781	1982021.065	561968.713	320	1	50
3096978	1982013.921	561998.121	320	1	37
4623361	1982020.881	561968.713	320	1	50
830653	1982013.0	561999.121	320	1	36
3367523	1982026.135	561964.599	320	1	55
3996507	1982023.558	561968.93	320	1	53
1708932	1982019.691	561974.151	320	1	51
7178302	1982014.553	561990.466	320	1	45
677047	1982022.723	561966.713	320	1	53
7067750	1982010.784	561951.429	320	1	18
17095295	1981930.403	562061.953	320	1	1
3667853	1982021.141	561959.95	320	1	47
14978630	1982016.429	562005.881	320	1	33
12548903	1982014.297	562001.67	320	1	35
13439858	1982019.273	561996.891	320	1	40
4377597	1982025.579	561963.38	320	1	54
6708474	1982014.92	561989.356	320	1	45
5881256	1982019.236	561977.701	320	1	50
3812824	1982022.531	561962.609	320	1	51
11166690	1981991.635	561979.196	320	1	2
1450966	1982017.99	561954.077	320	1	32
2945268	1982019.141	561976.037	320	1	48
1416950	1982009.193	561987.704	320	1	45
346563	1982026.712	562024.385	320	1	9
9589564	1982017.518	561996.339	320	1	41
16619708	1982017.535	562005.102	320	1	35
5476633	1982012.722	561998.567	320	1	36
121354	1982020.494	561959.951	320	1	47
892666	1982016.396	561989.021	320	1	46
4098651	1982015.57	561991.684	320	1	45
788682	1982047.837	562063.389	320	1	23
15239565	1982047.917	562009.148	320	1	22
5566904	1982047.735	562010.812	320	1	22
8824938	1982045.239	562056.961	320	1	23
10511254	1982048.007	562008.149	320	1	22
908786	1982047.008	562064.5	320	1	23
11770299	1982046.085	562064.391	320	1	23
518465	1982047.561	562064.166	320	1	23
1050659	1982034.493	562037.903	320	1	5
1995249	1982047.286	562065.054	320	1	23
5966888	1982049.398	562011.141	320	1	22
3475203	1982043.111	562054.524	320	1	24
842888	1982043.766	562011.374	320	1	22
6176683	1982049.676	562011.695	320	1	22
235509	1982048.755	562012.806	320	1	22
1738551	1982042.489	562067.06	320	1	23
5503195	1982034.633	562014.498	320	1	26
5781977	1982035.65	562015.494	320	1	25
10475725	1982036.84	562010.167	320	1	26
2246710	1982046.174	562062.838	320	1	23
1069784	1982048.859	562066.715	320	1	23
798413	1982049.137	562067.158	320	1	23
1535901	1982043.027	562010.932	320	1	22
1127974	1982042.38	562010.6	320	1	22
13354532	1982043.389	562054.857	320	1	24
2668837	1982049.139	562068.489	320	1	23
3229021	1982047.175	562007.707	320	1	22
2745107	1982048.583	562067.492	320	1	23
4330953	1982043.212	562010.931	320	1	22
1186959	1982047.651	562062.946	320	1	23
12946620	1982047.906	562003.712	320	1	22
11807610	1982038.037	562008.723	320	1	23
3622404	1982045.43	562060.177	320	1	23
9673083	1982049.13	562016.022	320	1	22
1775968	1982046.076	562059.954	320	1	23
12892231	1982042.674	562067.17	320	1	23
1610649	1982043.305	562011.597	320	1	22
1344293	1982047.185	562060.617	320	1	23
2924889	1982048.668	562063.609	320	1	23
3638638	1982047.284	562063.723	320	1	23
4789064	1982027.454	562025.826	320	1	7
2418341	1982047.371	562061.061	320	1	23
6798871	1982048.384	562012.142	320	1	22
7251600	1982035.097	562015.717	320	1	25
1597188	1982047.453	562008.372	320	1	22
5192366	1982048.934	562010.255	320	1	22
4587349	1982046.728	562062.726	320	1	23
3765340	1982034.069	561961.921	320	1	51
1740139	1982031.937	561957.488	320	1	47
5046703	1982042.289	561963.68	320	1	31
4992319	1982045.893	561965.448	320	1	26
1989805	1982045.706	561964.006	320	1	26
5503065	1982044.043	561963.677	320	1	28
5214648	1982047.553	561964.557	320	1	24
12784674	1982031.381	561956.38	320	1	47
1681358	1982032.215	561957.932	320	1	48
1524051	1982042.011	561962.904	320	1	31
5505541	1982036.657	561963.136	320	1	46
4064067	1982045.339	561965.227	320	1	28
5060459	1982045.244	561963.896	320	1	27
4743482	1982038.499	561961.247	320	1	44
6476897	1982046.632	561965.668	320	1	24
15202	1982040.813	561963.905	320	1	31
7158179	1982035.364	561962.806	320	1	49
1929058	1982028.164	561963.707	320	1	58
5791701	1982048.107	561964.667	320	1	24
4795806	1982045.799	561964.672	320	1	26
6281391	1982037.946	561961.47	320	1	44
11257710	1982031.014	561957.157	320	1	48
5685626	1982038.592	561961.247	320	1	44
6160853	1982036.933	561962.803	320	1	45
