1,5,11578 11774 12063 12271 14290 17465 17693 17731,25494.815588412657,21574.74933138521
1,5,1414 2537 12483 15880 18732 18898 19570,25844.508128894304,19180.578623770663
1,5,1765 10697 11451 14865 14966 16000,23922.35350372468,21440.78508388318
1,5,2003 3020 3078 5733 13044 16325 16790,22662.680038923325,22108.084884578944
1,5,2003 3078 5733 13044 14264 16325 16790,22652.168828514692,22098.521188900235
1,5,2127 3158 4574 5032 6691 7530 12197,22644.95880961179,21957.88482480986
1,5,2537 8997 12483 15880 18732 19570,25841.200285672196,19182.900879694822
1,5,2783 8741 9805 15033 16240 16641 19387,22627.300480983347,22058.298686527953
1,5,2783 8741 9805 15033 16641 16849 19387,22625.673967113635,22063.882362069762
1,5,2783 8741 9805 15033 16849 19387,22627.287893025365,22055.5161809443
1,5,329 3640 4202 11838 14168 17544,23129.095191362674,20302.050132195574
1,5,3512 6337 12427 13537 14404 16044,22657.53382956893,22015.055162413733
1,5,3512 6337 7783 12427 14404 16044 16714,22654.402659407602,22029.120589361348
1,5,3620 5750 8134 8609 18063 18265,18454.041690870825,27866.167889736324
1,5,387 2783 9805 15033 16849 19387,22617.379765238744,22071.109776843565
1,5,4202 7338 7355 8105 11838 14168,23125.034684457994,20326.15319350854
1,5,4202 7338 8105 11838 14168 17544,23121.79413205164,20302.38815949792
1,5,4268 4563 9897 11112 13891 19309,20297.156140700983,27320.824270112647
1,5,621 4441 6904 7009 9873 18496,22586.12188991192,22132.841306609655
1,5,621 4441 6904 9873 13814 18496,22595.827864882045,22132.833251572636
1,5,621 6766 7929 13814 16340 17166,22595.334980384734,22159.789414051153
1,5,621 6766 7929 9873 13814 16340 18496,22594.391935016418,22156.927256164094
1,5,621 6904 7929 9873 13814 16340 18496,22594.10656134399,22152.255470886234
1,5,6337 7783 12427 16044 16240 16714,22635.153342389636,22029.459780618763
1,5,651 2134 7716 8946 12641 15834,23207.90692797884,22477.57838086571
1,5,651 2134 7716 8946 15504 15834,23208.069736745452,22474.83859225604
1,5,651 7716 8946 12641 15504 15834,23209.019904148507,22474.159093760518
1,5,7783 8741 9805 16240 16641 16714,22629.903822827935,22043.853290087645
1,5,8941 10130 14255 14286 16367 17537 18602,23788.83911649017,21503.676012181346
1,5,8941 10130 14286 17537 17607 18602,23797.271963929048,21511.88925234061
1,5,8941 9191 9390 10130 12759 14286,23808.345737421925,21496.647061650252
1,5,8941 9390 10130 12759 14255 14286 18602,23803.05065954598,21498.286669113713
1,5,8941 9390 10130 12759 14286 17607,23798.427756679823,21508.504041580367
1,5,8941 9390 10130 14255 14286 17537,23794.420930705728,21504.760915550756
1,5,8941 9390 10130 14286 17537 17607,23801.196048795005,21510.20054035325
1,5,8941 9390 10130 14286 17607 18602,23796.26861305768,21509.530110644053
