0	945	980	3
1	971	979	3
3	944	981	3
4	969	983	3
5	994	981	3
6	954	978	3
7	948	981	3
8	953	979	3
9	966	981	3
10	957	981	3
11	963	981	3
12	964	981	3
13	972	979	3
14	962	981	3
15	953	981	3
18	965	981	3
20	971	980	3
21	941	980	3
22	960	981	3
24	951	978	3
25	943	980	3
28	954	977	3
29	945	979	3
30	949	982	3
33	977	980	3
39	961	981	3
40	955	979	3
41	958	980	3
44	957	980	3
45	945	982	3
46	950	980	3
47	946	982	3
50	976	980	3
51	963	980	3
52	949	980	3
56	955	978	3
58	954	979	3
63	970	979	3
71	962	980	3
77	946	979	3
79	954	981	3
82	952	979	3
86	965	983	3
90	707	999	3
92	948	980	3
96	966	980	3
120	961	980	3
121	921	982	3
122	952	981	3
124	968	980	3
129	958	981	3
139	959	980	3
141	972	980	3
