coreId	host	taskId	launchTime	finishTime	duration
0	mr-07	938	568	1010	442
1	mr-04	937	568	865	297
2	mr-11	939	568	852	284
3	mr-05	941	568	835	267
4	mr-09	940	568	946	378
5	mr-10	966	574	776	202
6	mr-06	968	574	893	319
7	mr-12	967	574	907	333
5	mr-02	969	574	800	226
5	mr-01	965	574	796	222
5	mr-06	946	569	896	327
6	mr-10	944	569	776	207
7	mr-12	945	569	871	302
3	mr-03	942	569	813	244
3	mr-01	943	569	791	222
3	mr-03	1042	815	1151	336
2	mr-03	1043	817	1167	350
1	mr-11	1044	818	1027	209
6	mr-06	997	580	894	314
6	mr-11	994	580	802	222
6	mr-09	995	580	806	226
6	mr-07	993	580	824	244
6	mr-12	996	580	833	253
6	mr-05	1086	889	1744	855
5	mr-07	1087	890	1522	632
7	mr-06	1089	893	1687	794
4	mr-06	1088	893	1468	575
0	mr-06	1090	896	1473	577
1	mr-05	1024	794	890	96
1	mr-12	1025	794	871	77
1	mr-05	1027	795	910	115
1	mr-05	1026	795	867	72
1	mr-01	1028	795	950	155
0	mr-08	912	560	827	267
1	mr-08	911	560	832	272
2	mr-08	913	560	1360	800
3	mr-08	914	561	827	266
4	mr-05	915	561	797	236
5	mr-03	916	561	814	253
1	mr-07	982	577	825	248
1	mr-02	980	577	774	197
1	mr-04	981	577	1089	512
1	mr-06	979	577	853	276
1	mr-11	983	577	818	241
1	mr-10	1014	789	915	126
1	mr-01	1015	789	833	44
1	mr-01	1017	790	832	42
1	mr-01	1016	790	832	42
1	mr-12	978	576	927	351
1	mr-01	976	576	790	214
1	mr-05	974	576	797	221
1	mr-03	975	576	1151	575
1	mr-10	977	576	1169	593
3	mr-06	1073	853	1679	826
1	mr-01	1074	854	1413	559
2	mr-01	1076	855	1416	561
1	mr-07	1075	855	1471	616
2	mr-12	989	579	918	339
2	mr-06	990	579	925	346
2	mr-10	988	579	934	355
2	mr-04	992	579	791	212
2	mr-02	991	579	1205	626
2	mr-11	1032	802	826	24
2	mr-06	1033	804	1468	664
2	mr-09	1034	805	1424	619
2	mr-09	1035	806	1422	616
2	mr-09	1036	806	1426	620
2	mr-10	1104	941	1399	458
2	mr-09	1105	946	1428	482
2	mr-01	1106	950	1682	732
4	mr-01	1107	952	1417	465
4	mr-01	1108	961	1674	713
1	mr-08	1149	1362	1396	34
1	mr-11	1150	1363	1387	24
1	mr-10	1151	1364	1423	59
1	mr-10	1152	1365	1418	53
1	mr-11	1153	1368	1394	26
1	mr-09	984	578	805	227
1	mr-01	987	578	962	384
1	mr-03	986	578	815	237
1	mr-05	985	578	835	257
1	mr-08	1169	1385	1404	19
1	mr-08	1168	1385	1413	28
1	mr-11	1170	1386	1409	23
1	mr-02	1172	1387	1675	288
0	mr-11	1171	1387	1410	23
0	mr-07	1276	1533	2648	1115
5	mr-07	1277	1534	1723	189
4	mr-07	1278	1535	2004	469
1	mr-07	1279	1542	1672	130
0	mr-05	952	571	836	265
0	mr-09	951	571	808	237
0	mr-03	953	571	814	243
0	mr-10	955	571	789	218
0	mr-01	954	571	790	219
1	mr-08	1303	1643	1672	29
1	mr-11	1304	1644	2086	442
3	mr-08	1305	1646	1663	17
3	mr-02	1306	1647	1683	36
0	mr-10	1010	776	942	166
0	mr-02	1011	781	825	44
0	mr-02	1012	785	829	44
0	mr-01	1013	788	854	66
2	mr-08	1394	2068	2092	24
3	mr-05	1395	2069	2473	404
4	mr-01	1396	2069	2490	421
5	mr-01	1398	2070	2476	406
6	mr-01	1397	2070	2486	416
0	mr-12	1091	907	1637	730
5	mr-05	1092	909	1513	604
5	mr-07	1093	912	1405	493
5	mr-07	1094	912	1433	521
7	mr-02	1407	2077	2475	398
1	mr-02	1408	2077	2493	416
2	mr-12	1410	2078	2464	386
2	mr-02	1409	2078	2489	411
5	mr-11	1001	581	832	251
5	mr-02	998	581	1218	637
5	mr-09	1002	581	851	270
5	mr-07	1000	581	855	274
5	mr-04	999	581	1096	515
3	mr-10	1416	2083	2480	397
7	mr-11	1417	2085	2122	37
7	mr-11	1419	2086	2124	38
7	mr-11	1418	2086	2106	20
5	mr-07	1045	821	980	159
5	mr-07	1046	822	912	90
5	mr-07	1047	823	935	112
5	mr-07	1048	824	890	66
5	mr-02	1049	825	1385	560
7	mr-11	1420	2087	2123	36
7	mr-08	1421	2088	2109	21
7	mr-08	1422	2091	2109	18
7	mr-10	1423	2091	2467	376
7	mr-08	1424	2092	2119	27
7	mr-10	1425	2092	2487	395
5	mr-08	1430	2101	2142	41
5	mr-08	1429	2101	2120	19
5	mr-03	1431	2102	2513	411
3	mr-11	1433	2106	2126	20
3	mr-11	1432	2106	2127	21
5	mr-08	1051	826	1361	535
5	mr-11	1050	826	850	24
5	mr-08	1052	827	1362	535
5	mr-12	1053	828	1604	776
2	mr-02	1054	828	1384	556
3	mr-08	1474	2187	2486	299
3	mr-11	1475	2188	2251	63
3	mr-11	1476	2193	2473	280
3	mr-06	1477	2196	2704	508
6	mr-08	1478	2207	2509	302
2	mr-06	1100	928	1470	542
2	mr-10	1101	934	1427	493
2	mr-07	1102	935	1393	458
2	mr-10	1103	935	1398	463
7	mr-11	1479	2208	2479	271
7	mr-11	1481	2209	2498	289
2	mr-11	1480	2209	2472	263
2	mr-11	1482	2210	2472	262
2	mr-02	1136	1207	1657	450
2	mr-02	1137	1208	1658	450
2	mr-02	1138	1208	1649	441
2	mr-03	1139	1212	1381	169
2	mr-03	1494	2260	2494	234
4	mr-03	1493	2260	2494	234
1	mr-01	1495	2266	2473	207
1	mr-03	1496	2266	2484	218
2	mr-05	1077	859	1507	648
2	mr-04	1078	865	1603	738
2	mr-11	1079	866	1378	512
2	mr-05	1080	867	1836	969
3	mr-12	1081	868	1393	525
3	mr-09	1082	868	1460	592
1	mr-03	1501	2277	2541	264
2	mr-03	1502	2280	2478	198
2	mr-02	1503	2290	2513	223
4	mr-05	1504	2302	2524	222
7	mr-05	1505	2304	2523	219
3	mr-08	1182	1394	1429	35
3	mr-10	1181	1394	1438	44
3	mr-08	1184	1395	1418	23
3	mr-04	1183	1395	1620	225
6	mr-05	1506	2312	2529	217
2	mr-05	1507	2320	2474	154
2	mr-03	1508	2326	2537	211
5	mr-10	1510	2331	2501	170
5	mr-10	1509	2331	2468	137
5	mr-11	1544	2471	2506	35
5	mr-09	1543	2471	2519	48
5	mr-11	1545	2471	2714	243
7	mr-11	1546	2472	2721	249
4	mr-02	1566	2489	2549	60
6	mr-01	1567	2490	2529	39
6	mr-08	1569	2491	2533	42
6	mr-08	1568	2491	2531	40
6	mr-10	918	562	774	212
7	mr-12	919	562	796	234
3	mr-01	917	562	788	226
6	mr-04	1570	2492	2544	52
2	mr-03	1572	2493	2549	56
1	mr-02	1571	2493	2540	47
1	mr-03	1573	2494	2548	54
3	mr-04	1123	1093	1604	511
3	mr-04	1122	1093	1605	512
3	mr-04	1124	1096	1395	299
3	mr-03	1125	1149	1404	255
3	mr-03	1127	1150	1447	297
3	mr-03	1126	1150	1706	556
6	mr-11	1578	2498	2724	226
1	mr-12	1579	2498	2657	159
2	mr-08	1580	2499	2538	39
2	mr-04	1581	2500	2540	40
2	mr-10	1582	2501	2559	58
7	mr-03	1131	1167	1407	240
7	mr-10	1132	1168	1364	196
7	mr-10	1133	1178	1365	187
7	mr-02	1134	1205	1382	177
7	mr-02	1135	1206	1383	177
4	mr-04	1593	2508	2552	44
4	mr-09	1595	2508	2539	31
4	mr-09	1594	2508	2540	32
4	mr-09	1602	2512	2552	40
4	mr-02	1601	2512	2639	127
2	mr-02	1604	2513	2651	138
4	mr-11	1605	2513	2733	220
0	mr-03	1603	2513	2545	32
0	mr-12	1606	2514	2557	43
0	mr-02	1608	2515	2547	32
0	mr-02	1607	2515	2550	35
0	mr-04	1610	2516	2637	121
0	mr-08	1609	2516	2542	26
0	mr-09	1611	2516	2638	122
7	mr-11	1233	1446	1470	24
7	mr-11	1232	1446	1471	25
7	mr-03	1234	1447	2327	880
3	mr-08	1235	1447	1472	25
0	mr-09	1615	2518	2550	32
0	mr-05	1614	2518	2965	447
2	mr-09	1616	2519	2548	29
2	mr-12	1617	2520	2638	118
2	mr-05	1618	2521	2556	35
2	mr-12	1619	2521	2633	112
2	mr-05	1652	2542	3000	458
1	mr-04	1651	2542	2860	318
3	mr-08	1653	2543	2645	102
3	mr-03	1654	2543	2829	286
5	mr-04	1669	2553	2879	326
7	mr-02	1670	2554	2842	288
6	mr-05	1671	2555	2982	427
4	mr-05	1673	2557	3001	444
3	mr-12	1672	2557	2941	384
3	mr-08	1154	1369	1395	26
3	mr-04	1155	1371	1681	310
3	mr-04	1156	1374	1682	308
3	mr-11	1157	1377	1446	69
3	mr-08	1158	1377	1395	18
7	mr-05	1674	2558	3002	444
1	mr-01	1675	2558	2674	116
1	mr-10	1676	2559	2697	138
1	mr-10	1677	2560	3145	585
3	mr-06	1258	1472	2380	908
5	mr-03	1259	1473	2281	808
6	mr-11	1261	1474	1594	120
6	mr-08	1260	1474	2491	1017
2	mr-08	1173	1388	1419	31
2	mr-10	1174	1389	1415	26
2	mr-10	1176	1391	1415	24
2	mr-01	1175	1391	1659	268
5	mr-07	1708	2649	2681	32
5	mr-07	1707	2649	2700	51
2	mr-08	1205	1417	1435	18
2	mr-01	1204	1417	1678	261
2	mr-10	1206	1418	1680	262
2	mr-08	1208	1418	1440	22
2	mr-08	1207	1418	1447	29
5	mr-01	1710	2650	2709	59
5	mr-07	1709	2650	2698	48
5	mr-02	1711	2651	2837	186
5	mr-07	1712	2651	2682	31
5	mr-09	1713	2652	2887	235
5	mr-09	1714	2652	2889	237
2	mr-08	1159	1378	1414	36
2	mr-11	1160	1378	1416	38
2	mr-11	1161	1379	1445	66
2	mr-08	1162	1380	1417	37
5	mr-02	1728	2659	2873	214
5	mr-08	1729	2659	2710	51
5	mr-08	1730	2669	2777	108
5	mr-01	1731	2674	2751	77
2	mr-12	1177	1392	1656	264
2	mr-12	1178	1392	1651	259
2	mr-07	1179	1393	1522	129
2	mr-11	1180	1393	1446	53
2	mr-10	1326	1675	2076	401
4	mr-02	1327	1675	2078	403
5	mr-10	1328	1676	2075	399
5	mr-01	1329	1676	2255	579
5	mr-08	1185	1396	1432	36
5	mr-10	1186	1398	1420	22
5	mr-10	1187	1398	1675	277
5	mr-11	1188	1403	1446	43
5	mr-08	1189	1404	1439	35
5	mr-03	1190	1404	1709	305
5	mr-05	926	565	794	229
5	mr-11	924	565	802	237
5	mr-09	925	565	807	242
5	mr-03	927	565	817	252
5	mr-11	1194	1409	1453	44
5	mr-07	1196	1410	1535	125
5	mr-11	1195	1410	1474	64
5	mr-08	1197	1412	1434	22
5	mr-08	1199	1413	1440	27
5	mr-01	1198	1413	1677	264
5	mr-04	922	563	793	230
5	mr-06	920	563	797	234
5	mr-02	921	563	776	213
5	mr-07	923	564	822	258
0	mr-08	905	0	70	70
0	mr-08	906	183	475	292
0	mr-08	907	555	837	282
