0	3	2003 3078 5733 13044 16325 16790
1	4	2003 3020 3078 5733 13044 16325
2	5	11578 11774 12063 12271 17465 17731
3	6	2003 3020 3078 5733 13044 19895
3	6	2003 3020 5733 13044 16325 19895
3	6	11578 11774 12063 12271 17465 17731
4	7	2003 3020 3078 5733 13044 19895
4	7	11578 11774 12063 12271 17465 17731
4	7	11578 11774 12063 12271 17465 17693
5	8	621 6904 9873 13814 16340 18496
5	8	11578 11774 12063 12271 17465 17731
5	8	11578 11774 12063 12271 17465 17693
5	8	11578 12063 12271 14290 17465 17693
6	9	621 6904 9873 13814 16340 18496
6	9	11578 11774 12063 12271 17465 17731
7	10	621 6904 9873 13814 16340 18496
7	10	621 6766 9873 13814 16340 18496
7	10	2783 8741 9805 15033 16849 19387
7	10	2003 13044 14264 16325 16790 19895
7	10	11578 11774 12063 12271 17465 17731
