0	2	2069 7288 10553 13112 13493
0	2	3512 6337 12427 14404 16044
1	3	2069 7288 10553 13112 13493
1	3	3512 6337 12427 14404 16044
2	4	2069 7288 10553 13112 13493
2	4	3512 6337 12427 14404 16044
2	4	11578 11774 12063 12271 17731
3	5	3512 6337 12427 14404 16044
3	5	2003 3020 5733 13044 19895
3	5	2003 3078 5733 13044 19895
3	5	11578 11774 12063 12271 17465 17731
4	6	2783 9805 15033 16849 19387
4	6	3512 6337 12427 14404 16044
4	6	2003 3020 5733 13044 19895
4	6	11578 11774 12063 12271 17465 17731
5	7	621 9873 13814 16340 18496
5	7	2783 9805 15033 16849 19387
5	7	3512 6337 12427 14404 16044
5	7	2003 3020 5733 13044 19895
5	7	11578 11774 12063 12271 17465 17731
6	8	621 6904 9873 16340 18496
6	8	621 9873 13814 16340 18496
6	8	2783 9805 15033 16849 19387
6	8	3512 6337 12427 14404 16044
6	8	11578 11774 12063 12271 17465 17731
7	9	621 6904 9873 16340 18496
7	9	621 9873 13814 16340 18496
7	9	621 6766 9873 13814 16340
7	9	2783 9805 15033 16849 19387
7	9	3512 6337 12427 14404 16044
7	9	11578 11774 12063 12271 17465 17731
8	10	621 6904 9873 16340 18496
8	10	621 6766 9873 13814 16340 18496
8	10	2783 8741 9805 15033 16849 19387
8	10	3512 6337 12427 14404 16044
8	10	2003 13044 14264 16325 19895
8	10	9390 10130 12759 14286 18602
8	10	11578 11774 12063 12271 17465 17731
8	10	11578 12063 12271 14290 17693
