0	2	71 72 73
0	2	101 102 103
0	2	81 82 83
0	2	61 62 63
0	2	51 52 53
0	2	91 92 93
0	2	131 132 133
0	2	151 152 153
0	2	11 12 13
0	2	111 112 113
0	2	21 22 23
0	2	141 142 143
0	2	31 32 33
0	2	41 42 43
0	2	121 122 123
1	3	71 72 73
1	3	101 102 103
1	3	81 82 83
1	3	61 62 63
1	3	51 52 53
1	3	131 132 133
1	3	91 92 93
1	3	151 152 153
1	3	11 12 13
1	3	111 112 113
1	3	21 22 23
1	3	31 32 33
1	3	141 142 143
1	3	121 122 123
1	3	41 42 43
2	4	71 72 73
2	4	101 102 103
2	4	81 82 83
2	4	51 52 53
2	4	61 62 63
2	4	131 132 133
2	4	91 92 93
2	4	111 112 113
2	4	151 152 153
2	4	11 12 13
2	4	21 22 23
2	4	31 32 33
2	4	141 142 143
2	4	121 122 123
2	4	41 42 43
3	5	71 72 73
3	5	101 102 103
3	5	81 82 83
3	5	51 52 53
3	5	61 62 63
3	5	131 132 133
3	5	91 92 93
3	5	111 112 113
3	5	151 152 153
3	5	11 12 13
3	5	21 22 23
3	5	31 32 33
3	5	141 142 143
3	5	41 42 43
3	5	121 122 123
